name,avg_price,car_info
Fiat Croma 1992 г.,1 200 000 ₸,"Аварийная/Не на ходу
Город
Шымкент
Поколение
1985 - 1996 1 поколение (154)
Кузов
лифтбек
Объем двигателя, л
2 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
Fiat Panda 2005 г.,1 800 000 ₸,"Город
Алматы
Поколение
2003 - 2012 2 поколение (169)
Кузов
хэтчбек
Объем двигателя, л
1.2 (бензин)
Пробег
157 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
голубой
Растаможен в Казахстане
Да"
Fiat Ducato 1999 г.,3 700 000 ₸,"Город
Павлодар
Поколение
1993 - 2006 2 поколение (230)
Кузов
микроавтобус
Объем двигателя, л
2 (бензин)
Пробег
346 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Fiat Ducato 2008 г.,5 200 000 ₸,"Город
Алматы
Поколение
2006 - н.в. 3 поколение (250)
Кузов
микроавтобус
Объем двигателя, л
2.3 (дизель)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Fiat Stilo 2003 г.,3 100 000 ₸,"Город
Павлодар
Поколение
2001 - 2010 1 поколение (192)
Кузов
универсал
Объем двигателя, л
1.6 (бензин)
Пробег
254 700 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
голубой металлик
Растаможен в Казахстане
Да"
Fiat Panda 2006 г.,2 035 714 ₸,"Город
Алматы
Поколение
2003 - 2012 2 поколение (169)
Кузов
хэтчбек
Объем двигателя, л
1.2 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
вишня металлик
Растаможен в Казахстане
Да"
Fiat Albea 2009 г.,2 000 000 ₸,"Город
Атырау
Поколение
2002 - 2012 1 поколение
Кузов
седан
Объем двигателя, л
1.4 (бензин)
Пробег
146 633 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
золотистый металлик
Растаможен в Казахстане
Нет"
Fiat Punto 2007 г.,2 000 000 ₸,"Город
Алматы
Поколение
2005 - 2010 3 поколение [Grande Punto]
Кузов
хэтчбек
Объем двигателя, л
1.4 (бензин)
Пробег
210 000 км
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Fiat Punto 1999 г.,1 150 000 ₸,"Город
Петропавловск
Поколение
1999 - 2003 2 поколение (188)
Кузов
хэтчбек
Объем двигателя, л
1.2 (бензин)
Пробег
300 000 км
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Fiat Punto 1998 г.,700 000 ₸,"Город
Атырау
Поколение
1993 - 1999 1 поколение (176)
Кузов
хэтчбек
Объем двигателя, л
1.2 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Fiat Doblo 2010 г.,2 100 000 ₸,"Город
Астана
Поколение
2005 - 2015 1 поколение рестайлинг
Кузов
минивэн
Объем двигателя, л
1.4 (бензин)
Пробег
242 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Ford Focus 2008 г.,3 200 000 ₸,"Город
Актобе
Поколение
2008 - 2011 2 поколение рестайлинг (DH)
Кузов
хэтчбек
Объем двигателя, л
1.8 (бензин)
Пробег
257 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Ford Edge 2010 г.,4 000 000 ₸,"Город
Астана
Поколение
2006 - 2010 1 поколение
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Пробег
170 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Нет"
Ford Mondeo 1996 г.,850 000 ₸,"Город
Караганда
Поколение
1993 - 1996 1 поколение (GBP/BNP)
Кузов
универсал
Объем двигателя, л
2 (бензин)
Пробег
430 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Ford Mondeo 2007 г.,5 400 000 ₸,"Город
Костанай
Поколение
2007 - 2010 4 поколение (BA7)
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
245 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Ford Mondeo 1998 г.,944 000 ₸,"Город
Алматы
Поколение
1996 - 2000 2 поколение (BAP/BNP/BFP)
Кузов
седан
Объем двигателя, л
2 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Ford Transit 1990 г.,953 255 ₸,"Город
Тараз
Поколение
1986 - 2000 4 поколение (T)
Кузов
фургон
Объем двигателя, л
2.5 (дизель)
Коробка передач
механика
Привод
задний привод
Руль
слева
Растаможен в Казахстане
Да"
Ford Focus 2003 г.,2 600 000 ₸,"Город
Алматы
Поколение
2001 - 2005 1 поколение рестайлинг
Кузов
универсал
Объем двигателя, л
1.8 (дизель)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Ford Maverick 1995 г.,2 700 000 ₸,"Город
Щучинск
Поколение
1993 - 1998 1 поколение (UDS/UNS)
Кузов
внедорожник
Объем двигателя, л
2.4 (бензин)
Пробег
530 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Ford F-Series 2011 г.,25 000 000 ₸,"Город
Риддер
Поколение
2008 - 2014 12 поколение
Кузов
пикап
Объем двигателя, л
3.5 (бензин)
Пробег
47 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Ford Mondeo 2007 г.,4 000 000 ₸,"Город
Алматы
Поколение
2007 - 2010 4 поколение (BA7)
Кузов
лифтбек
Объем двигателя, л
2.5 (бензин)
Пробег
200 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Ford Focus 2013 г.,2 949 875 ₸,"Город
Караганда
Поколение
2011 - 2015 3 поколение
Кузов
хэтчбек
Объем двигателя, л
1.6 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Нет"
Ford Explorer 2006 г.,7 200 000 ₸,"Город
Алматы
Поколение
2005 - 2010 4 поколение (U251)
Кузов
внедорожник
Объем двигателя, л
4.6 (бензин)
Пробег
145 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Нет"
Ford Transit 2013 г.,11 000 000 ₸,"Город
Караганда
Поколение
2013 - н.в. 7 поколение (FCD/FDD)
Кузов
фургон
Объем двигателя, л
2.2 (дизель)
Пробег
120 000 км
Коробка передач
механика
Привод
задний привод
Руль
слева
Растаможен в Казахстане
Да"
Ford Transit 2000 г.,1 728 571 ₸,"Город
Костанай
Поколение
1986 - 2000 4 поколение (T)
Кузов
фургон
Объем двигателя, л
2.5 (дизель)
Коробка передач
механика
Привод
задний привод
Руль
слева
Цвет
красный
Растаможен в Казахстане
Да"
Ford Transit 2010 г.,6 900 000 ₸,"Город
Алматы
Поколение
2006 - 2013 6 поколение (FA)
Кузов
фургон
Объем двигателя, л
2.4 (дизель)
Пробег
370 000 км
Коробка передач
механика
Привод
задний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Ford Explorer 2008 г.,7 200 000 ₸,"Город
Астана
Поколение
2005 - 2010 4 поколение (U251)
Кузов
внедорожник
Объем двигателя, л
4.6 (бензин)
Пробег
114 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Нет"
Ford Focus 2013 г.,3 996 666 ₸,"Город
Алматы
Поколение
2011 - 2015 3 поколение
Кузов
хэтчбек
Объем двигателя, л
1.6 (бензин)
Пробег
133 000 км
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Ford Fusion 2007 г.,1 800 000 ₸,"Город
Павлодар
Поколение
2005 - 2012 1 поколение рестайлинг (JU)
Кузов
хэтчбек
Объем двигателя, л
1.4 (бензин)
Пробег
220 000 км
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Нет"
Ford Fusion 2007 г.,2 665 000 ₸,"Город
Атырау
Поколение
2005 - 2012 1 поколение рестайлинг (JU)
Кузов
хэтчбек
Объем двигателя, л
1.4 (бензин)
Пробег
270 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Ford Mustang 2005 г.,6 000 000 ₸,"Город
Алматы
Поколение
2004 - 2009 5 поколение
Кузов
купе
Объем двигателя, л
4 (бензин)
Пробег
238 132 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
серебристый
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Петропавловск
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Костанай
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2022 г.,16 700 000 ₸,"Город
Алматы
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
9 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
красный металлик
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Уральск
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Жезказган
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Атырау
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Алматы
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Усть-Каменогорск
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Шымкент
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Актобе
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (дизель)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Караганда
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Павлодар
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Актау
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Alpha 2013 г.,2 521 428 ₸,"Город
Шымкент
Поколение
2005 - н.в. 1 поколение
Кузов
фургон
Объем двигателя, л
2.2 (дизель)
Коробка передач
механика
Привод
задний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Тараз
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Астана
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Кызылорда
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Tunland 2023 г.,18 000 000 ₸,"Город
Семей
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2 (бензин)
Пробег
23 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
Foton Alpha 2016 г.,3 600 000 ₸,"Город
Алматы
Поколение
2005 - н.в. 1 поколение
Кузов
фургон
Объем двигателя, л
3.2 (дизель)
Коробка передач
механика
Привод
задний привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Foton Tunland 2022 г.,7 000 000 ₸,"Город
Алматы
Поколение
2012 - н.в. 1 поколение
Кузов
пикап
Объем двигателя, л
2.8 (дизель)
Коробка передач
механика
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
GMC Yukon 2022 г.,58 462 500 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Пробег
14 500 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
GMC Yukon 2023 г.,62 000 000 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Пробег
50 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
GMC Yukon 2021 г.,42 000 000 ₸,"Город
Шымкент
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
5.3 (бензин)
Пробег
55 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
GMC Yukon 2022 г.,49 000 000 ₸,"Город
Костанай
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
5.3 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
GMC Savana 2010 г.,35 000 000 ₸,"Город
Шымкент
Поколение
2003 - н.в. 2 поколение
Кузов
микроавтобус
Объем двигателя, л
5.3 (бензин)
Пробег
96 300 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
GMC Yukon 2019 г.,38 000 000 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Пробег
110 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
GMC Yukon 2022 г.,50 000 000 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
5.3 (бензин)
Пробег
15 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
GMC Savana 2002 г.,8 000 000 ₸,"Город
Караганда
Поколение
1996 - 2003 1 поколение
Кузов
микроавтобус
Объем двигателя, л
4.3 (бензин)
Пробег
110 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
GMC Yukon 2022 г.,58 462 500 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Пробег
2 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
GMC Yukon 2023 г.,57 900 000 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
GMC Yukon 2005 г.,7 800 000 ₸,"Город
Алматы
Поколение
2000 - 2006 GMT800
Кузов
внедорожник
Объем двигателя, л
6 (бензин)
Пробег
240 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
GMC Savana 2006 г.,11 500 000 ₸,"Город
Алматы
Поколение
2003 - н.в. 2 поколение
Кузов
микроавтобус
Объем двигателя, л
6 (бензин)
Пробег
94 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
GMC Hummer EV 2022 г.,115 000 000 ₸,"Город
Алматы
Поколение
2021 - н.в. 1 поколение
Кузов
внедорожник
Двигатель
электрический
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
GMC Yukon 2022 г.,58 462 500 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Пробег
100 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
GMC Sierra 2020 г.,25 500 000 ₸,"Город
Актау
Поколение
2013 - н.в. 3 поколение
Кузов
пикап
Объем двигателя, л
5.3 (бензин)
Пробег
124 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
GMC Acadia 2007 г.,8 000 000 ₸,"Город
Астана
Поколение
2006 - 2013 1 поколение
Кузов
кроссовер
Объем двигателя, л
3.6 (бензин)
Пробег
280 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
GMC Yukon 2023 г.,76 800 000 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
GMC Yukon 2022 г.,58 462 500 ₸,"Город
Алматы
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
GMC Yukon 2022 г.,51 000 000 ₸,"Город
Астана
Поколение
2014 - н.в. GMT K2UG
Кузов
внедорожник
Объем двигателя, л
5.3 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
GMC Yukon 2007 г.,15 000 000 ₸,"Город
Алматы
Поколение
2006 - 2014 GMT900
Кузов
внедорожник
Объем двигателя, л
6.2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Geely Azkarra Flagship+ 2023 г.,13 690 000 ₸,"Наличие 
На заказ
Город
Тараз
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Azkarra Comfort 2023 г.,11 190 000 ₸,"Наличие 
На заказ
Город
Тараз
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Azkarra Comfort 2023 г.,11 190 000 ₸,"Город
Алматы
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Monjaro 2023 г.,19 818 181 ₸,"Город
Алматы
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Geely Emgrand EC7 2013 г.,2 876 315 ₸,"Город
Сарань
Поколение
2009 - 2016 1 поколение
Кузов
седан
Объем двигателя, л
1.8 (бензин)
Пробег
145 км
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Geely Tugella Flagship 2023 г.,16 990 000 ₸,"Наличие 
На заказ
Город
Тараз
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Monjaro 2023 г.,19 818 181 ₸,"Город
Шымкент
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Geely Emgrand X7 2015 г.,4 630 851 ₸,"Город
Алматы
Поколение
2011 - 2016 1 поколение
Кузов
кроссовер
Объем двигателя, л
2.4 (бензин)
Пробег
140 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
золотистый металлик
Растаможен в Казахстане
Да"
Geely Monjaro 2023 г.,14 495 000 ₸,"Наличие 
На заказ
Город
Алматы
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Нет"
Geely Azkarra Flagship 2023 г.,13 190 000 ₸,"Город
Алматы
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Geely SC7 2014 г.,2 523 518 ₸,"Город
Семей
Поколение
2013 - 2019 1 поколение
Кузов
седан
Объем двигателя, л
1.8 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Coolray Standart 2023 г.,10 090 000 ₸,"Наличие 
На заказ
Город
Талдыкорган
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Tugella Luxury 2023 г.,15 490 000 ₸,"Наличие 
На заказ
Город
Тараз
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Emgrand X7 2014 г.,4 300 069 ₸,"Город
Актобе
Поколение
2011 - 2016 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Пробег
190 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
вишня металлик
Растаможен в Казахстане
Да"
Geely SC7 2013 г.,2 361 167 ₸,"Город
Шымкент
Поколение
2013 - 2019 1 поколение
Кузов
седан
Объем двигателя, л
1.8 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Geely Atlas 2022 г.,13 500 000 ₸,"Город
Алматы
Поколение
2015 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.8 (бензин)
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Emgrand EC7 2012 г.,2 700 000 ₸,"Город
Экибастуз
Поколение
2009 - 2016 1 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
178 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Geely Coolray Standart 2023 г.,10 090 000 ₸,"Наличие 
На заказ
Город
Тараз
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Geely Coolray Comfort 2023 г.,10 490 000 ₸,"Город
Алматы
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
жёлтый
Растаможен в Казахстане
Да"
Geely Tugella 2023 г.,17 490 000 ₸,"Город
Усть-Каменогорск
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Genesis G80 2022 г.,27 498 571 ₸,"Город
Астана
Поколение
2016 - н.в. 1 поколение
Кузов
седан
Объем двигателя, л
2.5 (бензин)
Пробег
9 500 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Genesis G70 2021 г.,27 500 000 ₸,"Город
Шымкент
Поколение
2017 - н.в. 1 поколение
Кузов
седан
Объем двигателя, л
3.3 (бензин)
Пробег
4 900 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Растаможен в Казахстане
Да"
Genesis G90 2021 г.,21 000 000 ₸,"Город
Алматы
Поколение
2019 - н.в. 1 поколение рестайлинг
Кузов
седан
Объем двигателя, л
3.8 (бензин)
Пробег
20 070 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Нет"
Genesis GV80 2021 г.,35 843 071 ₸,"Город
Алматы
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2.5 (бензин)
Пробег
11 200 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Genesis G70 2021 г.,22 700 000 ₸,"Город
Атырау
Поколение
2017 - н.в. 1 поколение
Кузов
седан
Объем двигателя, л
2 (бензин)
Коробка передач
автомат
Привод
задний привод
Руль
слева
Растаможен в Казахстане
Да"
Genesis GV70 2021 г.,18 037 500 ₸,"Наличие 
На заказ
Город
Алматы
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2.4 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Нет"
Genesis GV70 2022 г.,32 714 285 ₸,"Город
Алматы
Поколение
2020 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2.4 (бензин)
Пробег
42 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
