name,avg_price,car_info
Chery Tiggo 8 Pro Max 2023 г.,19 600 000 ₸,"Город
Павлодар
Поколение
2022 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Пробег
10 км
Коробка передач
робот
Привод
полный привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Chery Tiggo 8 Pro 2022 г.,14 444 679 ₸,"Город
Астана
Поколение
2021 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Пробег
9 800 км
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Chery Tiggo 8 Pro 2022 г.,15 200 000 ₸,"Город
Атырау
Поколение
2021 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
красный металлик
Растаможен в Казахстане
Да"
Chery Tiggo 8 Pro Premium 2023 г.,14 100 000 ₸,"Город
Петропавловск
Поколение
2021 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.6 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
красный металлик
Растаможен в Казахстане
Да"
Chery Tiggo 4 Pro Luxury 2023 г.,11 350 000 ₸,"Город
Петропавловск
Поколение
2021 - н.в. 1 поколение
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
голубой металлик
Растаможен в Казахстане
Да"
Chevrolet Malibu 2020 г.,13 057 765 ₸,"Город
Алматы
Поколение
2018 - н.в. 9 поколение рестайлинг
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
82 744 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Chevrolet Suburban 2004 г.,8 500 000 ₸,"Город
Астана
Поколение
2000 - 2006 GMT800 (GMT 800)
Кузов
внедорожник
Объем двигателя, л
8.1 (бензин)
Пробег
263 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Chevrolet Cruze 2010 г.,3 395 098 ₸,"Город
Петропавловск
Поколение
2009 - 2012 J300
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
155 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Chevrolet Nexia 2020 г.,4 795 530 ₸,"Город
Алматы
Поколение
2020 - н.в. 1 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
117 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Chevrolet Captiva 2013 г.,8 050 496 ₸,"Город
Алматы
Поколение
2013 - 2016 1 поколение [2-й рестайлинг] (C100/C140)
Кузов
кроссовер
Объем двигателя, л
2.4 (бензин)
Пробег
124 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Chevrolet Captiva 2013 г.,8 050 496 ₸,"Город
Алматы
Поколение
2013 - 2016 1 поколение [2-й рестайлинг] (C100/C140)
Кузов
кроссовер
Объем двигателя, л
2.4 (бензин)
Пробег
99 700 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Chevrolet Cruze 2015 г.,5 223 913 ₸,"Город
Кокшетау
Поколение
2012 - 2015 J300 рестайлинг
Кузов
универсал
Объем двигателя, л
1.8 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Chevrolet Cruze 2013 г.,4 259 302 ₸,"Город
Алматы
Поколение
2012 - 2015 J300 рестайлинг
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
60 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Chevrolet Cobalt 2022 г.,7 107 940 ₸,"Город
Астана
Поколение
2020 - н.в. 2 поколение рестайлинг
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
5 700 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Chevrolet Tracker 2021 г.,10 434 420 ₸,"Город
Астана
Поколение
2019 - н.в. 4 поколение
Кузов
кроссовер
Объем двигателя, л
1 (бензин)
Пробег
27 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Chevrolet Nexia 2021 г.,5 119 720 ₸,"Город
Костанай
Поколение
2020 - н.в. 1 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
43 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Chevrolet Nexia 2020 г.,5 479 290 ₸,"Город
Алматы
Поколение
2020 - н.в. 1 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
67 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Chevrolet Captiva 2022 г.,13 330 803 ₸,"Город
Алматы
Поколение
2018 - н.в. 2 поколение
Кузов
внедорожник
Объем двигателя, л
1.5 (бензин)
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Chevrolet Malibu 2020 г.,13 057 765 ₸,"Город
Астана
Поколение
2018 - н.в. 9 поколение рестайлинг
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
58 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Chevrolet Malibu 2018 г.,10 134 043 ₸,"Город
Шымкент
Поколение
2015 - 2018 9 поколение
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
54 642 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Chevrolet Onix 1LT 2023 г.,7 190 000 ₸,"Город
Актобе
Поколение
2019 - н.в. 2 поколение
Кузов
седан
Объем двигателя, л
1.2 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Chevrolet Cobalt 2022 г.,7 107 940 ₸,"Город
Алматы
Поколение
2020 - н.в. 2 поколение рестайлинг
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
76 480 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Chevrolet Cruze 2013 г.,4 092 672 ₸,"Город
Усть-Каменогорск
Поколение
2012 - 2015 J300 рестайлинг
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
120 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Chevrolet Malibu 2017 г.,8 851 818 ₸,"Город
Туркестан
Поколение
2015 - 2018 9 поколение
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
290 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Chevrolet Niva 2016 г.,4 516 885 ₸,"Город
Уральск
Поколение
2009 - н.в. 1 поколение рестайлинг (2123)
Кузов
внедорожник
Объем двигателя, л
1.7 (бензин)
Пробег
109 000 км
Коробка передач
механика
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Chrysler Pacifica 2007 г.,6 800 000 ₸,"Город
Есик
Поколение
2003 - 2008 1 поколение
Кузов
кроссовер
Объем двигателя, л
4 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Chrysler PT Cruiser 2003 г.,2 928 571 ₸,"Город
Алматы
Поколение
2000 - 2010 1 поколение (PT)
Кузов
хэтчбек
Объем двигателя, л
2.4 (бензин)
Пробег
310 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
красный
Растаможен в Казахстане
Да"
Chrysler 300C 2006 г.,12 900 000 ₸,"Город
Алматы
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
6.1 (бензин)
Пробег
200 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Chrysler 300C 2005 г.,7 777 777 ₸,"Город
Алматы
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
5.7 (бензин)
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
белый металлик
Растаможен в Казахстане
Да"
Chrysler PT Cruiser 2001 г.,2 811 428 ₸,"Город
Актау
Поколение
2000 - 2010 1 поколение (PT)
Кузов
хэтчбек
Объем двигателя, л
2.4 (бензин)
Пробег
250 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
коричневый металлик
Растаможен в Казахстане
Да"
Chrysler Pacifica 2004 г.,5 300 000 ₸,"Город
Алматы
Поколение
2003 - 2008 1 поколение
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Пробег
315 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Chrysler PT Cruiser 2001 г.,2 811 428 ₸,"Город
Алматы
Поколение
2000 - 2010 1 поколение (PT)
Кузов
хэтчбек
Объем двигателя, л
2.4 (бензин)
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
бордовый металлик
Растаможен в Казахстане
Да"
Chrysler Sebring 2003 г.,850 000 ₸,"Город
Алматы
Поколение
2000 - 2006 2 поколение (JR)
Кузов
седан
Объем двигателя, л
2.4 (бензин)
Пробег
80 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Chrysler 300C 2007 г.,4 438 372 ₸,"Наличие 
На заказ
Город
Павлодар
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
2.7 (бензин)
Пробег
40 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Chrysler 300C 2005 г.,4 883 233 ₸,"Город
Астана
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
3.5 (бензин)
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
коричневый металлик
Растаможен в Казахстане
Да"
Chrysler 300C 2008 г.,5 153 919 ₸,"Город
Астана
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
2.7 (бензин)
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Chrysler 300C 2006 г.,5 500 000 ₸,"Город
Актау
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
3.5 (газ-бензин)
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
бежевый
Растаможен в Казахстане
Да"
Chrysler Pacifica 2004 г.,3 650 000 ₸,"Город
Актобе
Поколение
2003 - 2008 1 поколение
Кузов
кроссовер
Объем двигателя, л
3.5 (бензин)
Пробег
220 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Растаможен в Казахстане
Да"
Chrysler Crossfire 2004 г.,7 802 000 ₸,"Город
Атбасар
Поколение
2003 - 2007 1 поколение
Кузов
купе
Объем двигателя, л
3.2 (бензин)
Пробег
140 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
оранжевый металлик
Растаможен в Казахстане
Да"
Chrysler 300C 2005 г.,4 618 603 ₸,"Город
Уральск
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
2.7 (бензин)
Пробег
329 845 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Chrysler Voyager 1998 г.,2 200 000 ₸,"Город
Алматы
Поколение
1995 - 2001 3 поколение (GS)
Кузов
минивэн
Объем двигателя, л
3 (бензин)
Пробег
220 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
зеленый
Растаможен в Казахстане
Да"
Chrysler Voyager 2000 г.,600 000 ₸,"Аварийная/Не на ходу
Город
Жанаозен
Поколение
1995 - 2001 3 поколение (GS)
Кузов
минивэн
Объем двигателя, л
2.5 (дизель)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
золотистый
Растаможен в Казахстане
Да"
Chrysler 300C 2008 г.,5 153 919 ₸,"Город
Алматы
Поколение
2005 - 2011 1 поколение (LX/LE)
Кузов
седан
Объем двигателя, л
2.7 (бензин)
Пробег
190 000 км
Коробка передач
автомат
Привод
задний привод
Руль
слева
Цвет
бежевый металлик
Растаможен в Казахстане
Да"
Chrysler Sebring 2007 г.,3 141 666 ₸,"Город
Актау
Поколение
2006 - 2010 3 поколение (JS)
Кузов
седан
Объем двигателя, л
2.4 (бензин)
Пробег
237 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
Chrysler Stratus 1995 г.,1 142 857 ₸,"Город
Алматы
Поколение
1994 - 2001 1 поколение (JA/JX)
Кузов
седан
Объем двигателя, л
2.5 (бензин)
Пробег
222 222 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
красный металлик
Растаможен в Казахстане
Да"
Citroen C-Elysée 2013 г.,4 500 000 ₸,"Город
Усть-Каменогорск
Поколение
2012 - 2016 1 поколение (DD)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
179 676 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Citroen C-Crosser 2011 г.,5 000 000 ₸,"Город
Петропавловск
Поколение
2007 - 2013 1 поколение (VU/VV)
Кузов
кроссовер
Объем двигателя, л
2 (бензин)
Пробег
171 000 км
Коробка передач
вариатор
Привод
передний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Citroen C3 2003 г.,1 300 000 ₸,"Город
Астана
Поколение
2002 - 2009 1 поколение (FC/FN)
Кузов
хэтчбек
Объем двигателя, л
1.6 (бензин)
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
серебристый
Растаможен в Казахстане
Да"
Citroen C1 2010 г.,2 500 000 ₸,"Город
Костанай
Поколение
2008 - 2012 1 поколение рестайлинг (PM/PN)
Кузов
хэтчбек
Объем двигателя, л
1 (бензин)
Пробег
110 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
красный металлик
Растаможен в Казахстане
Да"
Citroen C4 2013 г.,2 800 000 ₸,"Город
Косшы
Поколение
2010 - 2016 2 поколение (B7)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
224 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Нет"
Citroen C5 2002 г.,2 300 000 ₸,"Город
Костанай
Поколение
2001 - 2004 1 поколение (DC/DE)
Кузов
лифтбек
Объем двигателя, л
2 (бензин)
Пробег
300 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серый металлик
Растаможен в Казахстане
Да"
Citroen C5 2008 г.,3 200 000 ₸,"Город
Атырау
Поколение
2008 - 2017 2 поколение (RD/RW)
Кузов
седан
Объем двигателя, л
2 (бензин)
Пробег
136 459 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Citroen Jumper 2010 г.,8 300 000 ₸,"Город
Алматы
Поколение
2006 - 2014 2 поколение
Кузов
фургон
Объем двигателя, л
3 (дизель)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Citroen C4 Picasso 2009 г.,6 000 000 ₸,"Город
Темиртау
Поколение
2006 - 2013 1 поколение (UA)
Кузов
минивэн
Объем двигателя, л
2 (дизель)
Пробег
230 000 км
Коробка передач
робот
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Citroen Xsara Picasso 2001 г.,2 500 000 ₸,"Город
Петропавловск
Поколение
1999 - 2012 1 поколение (N68)
Кузов
минивэн
Объем двигателя, л
1.8 (бензин)
Пробег
346 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Citroen C8 2002 г.,1 500 000 ₸,"Аварийная/Не на ходу
Город
Кокшетау
Поколение
2002 - 2008 1 поколение (EA/EB)
Кузов
минивэн
Объем двигателя, л
2.2 (дизель)
Пробег
200 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Citroen C4 2009 г.,1 500 000 ₸,"Аварийная/Не на ходу
Город
Уральск
Поколение
2008 - 2011 1 поколение рестайлинг (LC)
Кузов
хэтчбек
Объем двигателя, л
1.6 (бензин)
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Нет"
Citroen C4 2014 г.,5 800 000 ₸,"Город
Алматы
Поколение
2010 - 2016 2 поколение (B7)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
134 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Citroen C5 2012 г.,4 000 000 ₸,"Город
Тараз
Поколение
2008 - 2017 2 поколение (RD/RW)
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
159 900 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Citroen Berlingo 2013 г.,5 700 000 ₸,"Город
Павлодар
Поколение
2012 - 2015 2 поколение рестайлинг
Кузов
минивэн
Объем двигателя, л
1.6 (бензин)
Пробег
2 500 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Citroen Jumper 2010 г.,4 500 000 ₸,"Город
Костанай
Поколение
2006 - 2014 2 поколение
Кузов
фургон
Объем двигателя, л
2.2 (дизель)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Citroen Jumper 2012 г.,5 000 000 ₸,"Город
Алматы
Поколение
2006 - 2014 2 поколение
Кузов
фургон
Объем двигателя, л
2.2 (дизель)
Пробег
40 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Citroen C4 2011 г.,2 800 000 ₸,"Город
Атырау
Поколение
2010 - 2016 2 поколение (B7)
Кузов
хэтчбек
Объем двигателя, л
2 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
красный
Растаможен в Казахстане
Нет"
Citroen C5 2001 г.,1 700 000 ₸,"Город
Аксай
Поколение
2001 - 2004 1 поколение (DC/DE)
Кузов
лифтбек
Объем двигателя, л
2 (бензин)
Пробег
285 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Daewoo Matiz Creative 2010 г.,3 549 629 ₸,"Город
Алматы
Поколение
2009 - 2016 1 поколение
Кузов
хэтчбек
Объем двигателя, л
1 (бензин)
Пробег
80 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Daewoo Nexia 2012 г.,1 957 512 ₸,"Город
Астана
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
236 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
бежевый
Растаможен в Казахстане
Да"
Daewoo Matiz 2012 г.,1 487 094 ₸,"Город
Алматы
Поколение
2000 - 2016 M150 рестайлинг (M100/M150)
Кузов
хэтчбек
Объем двигателя, л
0.8 (бензин)
Пробег
191 111 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Daewoo Nexia 2010 г.,1 658 342 ₸,"Город
Шымкент
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
228 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Daewoo Nexia 2009 г.,1 540 975 ₸,"Город
Алматы
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Daewoo Nexia 2009 г.,1 540 975 ₸,"Город
Павлодар
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
300 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
сиреневый металлик
Растаможен в Казахстане
Да"
Daewoo Nexia 2002 г.,888 676 ₸,"Город
Рудный
Поколение
1994 - 2008 1 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
111 111 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Daewoo Nexia 2013 г.,2 116 915 ₸,"Город
Туркестан
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
151 006 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серый
Растаможен в Казахстане
Да"
Daewoo Gentra 2014 г.,4 259 101 ₸,"Город
Кызылорда
Поколение
2012 - 2016 2 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
240 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Daewoo Nexia 2011 г.,1 782 967 ₸,"Город
Кызылорда
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
305 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Daewoo Nexia 2009 г.,1 028 924 ₸,"Город
Караганда
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Пробег
555 555 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Нет"
Daewoo Matiz 2011 г.,2 164 269 ₸,"Город
Алматы
Поколение
2000 - 2016 M150 рестайлинг (M100/M150)
Кузов
хэтчбек
Объем двигателя, л
0.8 (бензин)
Пробег
137 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
синий металлик
Растаможен в Казахстане
Да"
Daewoo Nexia 1996 г.,992 716 ₸,"Город
Талдыкорган
Поколение
1994 - 2008 1 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
зеленый металлик
Растаможен в Казахстане
Да"
Daewoo Nexia 2013 г.,2 116 915 ₸,"Город
Шымкент
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
300 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
серебристый
Растаможен в Казахстане
Да"
Daewoo Nexia 2011 г.,1 834 355 ₸,"Город
Астана
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.6 (бензин)
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
красный
Растаможен в Казахстане
Да"
Daewoo Nexia 2011 г.,1 115 094 ₸,"Город
Атырау
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
149 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Нет"
Daewoo Nexia 2013 г.,2 116 915 ₸,"Город
Алматы
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
305 122 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
черный
Растаможен в Казахстане
Да"
Daewoo Nexia 2002 г.,627 837 ₸,"Город
Сарыагаш
Поколение
1994 - 2008 1 поколение
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
188 888 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
бежевый
Растаможен в Казахстане
Нет"
Daewoo Nexia 2010 г.,1 658 342 ₸,"Город
Кульсары
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
230 000 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Цвет
белый
Растаможен в Казахстане
Да"
Daewoo Nexia 2010 г.,1 658 342 ₸,"Город
Кызылорда
Поколение
2008 - 2016 1 поколение [2-й рестайлинг]
Кузов
седан
Объем двигателя, л
1.5 (бензин)
Пробег
172 км
Коробка передач
механика
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Daihatsu Sirion 2008 г.,3 400 000 ₸,"Город
Астана
Поколение
2007 - 2013 2 поколение рестайлинг (M3)
Кузов
хэтчбек
Объем двигателя, л
1.3 (бензин)
Пробег
182 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Daihatsu Sirion 2009 г.,3 500 000 ₸,"Город
Астана
Поколение
2007 - 2013 2 поколение рестайлинг (M3)
Кузов
хэтчбек
Объем двигателя, л
1.3 (бензин)
Пробег
180 000 км
Коробка передач
автомат
Привод
передний привод
Руль
слева
Растаможен в Казахстане
Да"
Daihatsu Move 2010 г.,5 400 000 ₸,"Город
Усть-Каменогорск
Поколение
2006 - 2010 4 поколение
Кузов
минивэн
Объем двигателя, л
0.7 (бензин)
Пробег
90 000 км
Коробка передач
вариатор
Привод
передний привод
Руль
справа
Цвет
фиолетовый металлик
Растаможен в Казахстане
Да"
Daihatsu Terios 1997 г.,2 400 116 ₸,"Город
Семей
Поколение
1997 - 2006 1 поколение (J1)
Кузов
кроссовер
Объем двигателя, л
1.3 (бензин)
Пробег
136 000 км
Коробка передач
автомат
Привод
полный привод
Руль
справа
Цвет
серый
Растаможен в Казахстане
Да"
Daihatsu Terios 2007 г.,4 706 349 ₸,"Город
Актобе
Поколение
2006 - 2009 2 поколение (J2)
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Пробег
205 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
черный металлик
Растаможен в Казахстане
Да"
Daihatsu Terios 2007 г.,4 706 349 ₸,"Город
Алматы
Поколение
2006 - 2009 2 поколение (J2)
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Пробег
148 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
серебристый металлик
Растаможен в Казахстане
Да"
Daihatsu Terios 1997 г.,2 400 116 ₸,"Город
Алматы
Поколение
1997 - 2006 1 поколение (J1)
Кузов
кроссовер
Объем двигателя, л
1.3 (бензин)
Пробег
225 263 км
Коробка передач
автомат
Привод
полный привод
Руль
справа
Цвет
зеленый
Растаможен в Казахстане
Да"
Daihatsu Rocky 1995 г.,2 285 714 ₸,"Город
Алматы
Поколение
1989 - 1998 Все поколения (F7/F8)
Кузов
внедорожник
Объем двигателя, л
1.6 (бензин)
Пробег
323 000 км
Коробка передач
автомат
Привод
полный привод
Руль
справа
Цвет
синий
Растаможен в Казахстане
Да"
Daihatsu Terios 2007 г.,4 706 349 ₸,"Город
Петропавловск
Поколение
2006 - 2009 2 поколение (J2)
Кузов
кроссовер
Объем двигателя, л
1.5 (бензин)
Пробег
123 000 км
Коробка передач
автомат
Привод
полный привод
Руль
слева
Цвет
синий
Растаможен в Казахстане
Да"
